# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 12K of event 'cycles:P'
# Event count (approx.): 1496259908
#
# Overhead  Command          Shared Object                     Symbol                                                                                                                                                                                                                                                           
# ........  ...............  ................................  .................................................................................................................................................................................................................................................................
#
     0.01%  gnome-terminal-  libc.so.6                         [.] __strcmp_avx2
     0.01%  gvfs-afc-volume  [kernel.kallsyms]                 [k] _raw_spin_unlock
     0.01%  gmain            [kernel.kallsyms]                 [k] do_sys_poll
     0.01%  gsd-housekeepin  libc.so.6                         [.] __vfscanf_internal
     0.01%  usb-storage      [kernel.kallsyms]                 [k] finish_task_switch.isra.0
     0.01%  thermald         [kernel.kallsyms]                 [k] mntput_no_expire
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] pick_next_task_fair
     0.01%  kcompactd0       [kernel.kallsyms]                 [k] dequeue_task_fair
     0.01%  at-spi2-registr  [kernel.kallsyms]                 [k] try_to_wake_up
     0.01%  swapper          [kernel.kallsyms]                 [k] select_idle_sibling
     0.01%  Xorg             [kernel.kallsyms]                 [k] dma_resv_iter_next
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_list_reverse
     0.01%  dbus-daemon      dbus-daemon                       [.] 0x0000000000016940
     0.01%  gnome-shell      libpangoft2-1.0.so.0.5200.1       [.] FcPatternGetString@plt
     0.01%  gnome-shell      iris_dri.so                       [.] 0x0000000000d2367e
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ex_resolve_to_value
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] update_sg_lb_stats
     0.01%  thermald         [kernel.kallsyms]                 [k] task_mm_cid_work
     0.01%  Xorg             Xorg                              [.] 0x000000000006fce4
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000019c845
     0.01%  at-spi2-registr  libc.so.6                         [.] pthread_mutex_lock@@GLIBC_2.2.5
     0.01%  Xorg             nvidia_drv.so                     [.] 0x00000000004bebdd
     0.01%  GUsbEventThread  [kernel.kallsyms]                 [k] dequeue_task_fair
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ut_copy_isimple_to_esimple
     0.01%  wpa_supplicant   libdbus-1.so.3.32.4               [.] 0x0000000000033ca0
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] __errno_location@plt
     0.01%  gdbus            libgio-2.0.so.0.8000.0            [.] g_socket_is_closed
     0.01%  gnome-shell      libc.so.6                         [.] cfree@GLIBC_2.2.5
     0.01%  Xorg             Xorg                              [.] GetPairedDevice
     0.01%  dbus-daemon      libdbus-1.so.3.32.4               [.] strcmp@plt
     0.01%  perf             [kernel.kallsyms]                 [k] poll_freewait
     0.01%  usb-storage      [kernel.kallsyms]                 [k] pick_next_task_fair
     0.01%  snapd            snapd                             [.] 0x000000000020ef56
     0.01%  gdbus            [kernel.kallsyms]                 [k] vfs_read
     0.01%  Xorg             libc.so.6                         [.] clock_gettime@@GLIBC_2.17
     0.01%  wpa_supplicant   libdbus-1.so.3.32.4               [.] _dbus_string_insert_byte
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] memcg_stat_format.constprop.0
     0.01%  dbus-daemon      libdbus-1.so.3.32.4               [.] dbus_message_get_reply_serial
     0.01%  Xorg             [kernel.kallsyms]                 [k] drm_crtc_vblank_helper_get_vblank_timestamp_internal
     0.01%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] 0x0000000000034dfc
     0.01%  gsd-housekeepin  libmount.so.1.1.0                 [.] 0x0000000000030ebc
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_variant_type_info_query
     0.01%  usb-storage      [kernel.kallsyms]                 [k] dequeue_entity
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] locked_inode_to_wb_and_lock_list
     0.01%  Xorg             [kernel.kallsyms]                 [k] __rcu_read_lock
     0.01%  pool-spawner     [kernel.kallsyms]                 [k] update_sg_wakeup_stats
     0.01%  evolution-sourc  libgio-2.0.so.0.8000.0            [.] 0x00000000000fbf2c
     0.01%  Xorg             [kernel.kallsyms]                 [k] drm_syncobj_replace_fence
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] __secure_computing
     0.01%  Xorg             [kernel.kallsyms]                 [k] read_tsc
     0.01%  ibus-daemon      libc.so.6                         [.] __strcmp_avx2
     0.01%  thermald         libc.so.6                         [.] pthread_getspecific@@GLIBC_2.34
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] sock_def_readable
     0.01%  gnome-keyring-d  [kernel.kallsyms]                 [k] path_init
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] os_xsave
     0.01%  perf             [kernel.kallsyms]                 [k] __x64_sys_ioctl
     0.01%  gdbus            libgio-2.0.so.0.8000.0            [.] g_task_get_task_data
     0.01%  Xorg             iris_dri.so                       [.] 0x00000000000b62f8
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] ima_file_check
     0.01%  kworker/2:0-eve  [kernel.kallsyms]                 [k] psi_group_change
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ut_match_predefined_method
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] g_hash_table_lookup_extended
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ut_remove_reference
     0.01%  swapper          [kernel.kallsyms]                 [k] tick_nohz_tick_stopped
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000068a308
     0.01%  gdbus            libgobject-2.0.so.0.8000.0        [.] g_datalist_id_get_data@plt
     0.01%  upowerd          [kernel.kallsyms]                 [k] acpi_ut_update_ref_count.part.0
     0.01%  kworker/9:1H-kb  [kernel.kallsyms]                 [k] scsi_target_queue_ready
     0.01%  kworker/u32:2-w  [kernel.kallsyms]                 [k] page_vma_mkclean_one.constprop.0
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ut_get_type_name
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] do_dentry_open
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] cp_new_stat
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_idle_source_new
     0.01%  tracker-miner-f  libc.so.6                         [.] clock_gettime@@GLIBC_2.17
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] __mod_memcg_state
     0.01%  usb-storage      [kernel.kallsyms]                 [k] schedule_timeout
     0.01%  gdbus            [kernel.kallsyms]                 [k] __alloc_skb
     0.01%  gdbus            libc.so.6                         [.] pthread_mutex_lock@@GLIBC_2.2.5
     0.01%  update-notifier  libglib-2.0.so.0.8000.0           [.] 0x000000000005d964
     0.01%  thermald         libc.so.6                         [.] __strchrnul_avx2
     0.01%  thermald         libc.so.6                         [.] malloc
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] cgroup_rstat_updated
     0.01%  pool-evolution-  [kernel.kallsyms]                 [k] lookup_bh_lru
     0.01%  Xorg             nvidia_drv.so                     [.] 0x00000000004c6ce0
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ex_do_math_op
     0.01%  gnome-shell      libc.so.6                         [.] unlink_chunk.isra.0
     0.01%  Xorg             libEGL_mesa.so.0.0.0              [.] 0x000000000001a3e5
     0.01%  pool-evolution-  libc.so.6                         [.] __malloc_arena_thread_freeres
     0.01%  kworker/13:2-ev  [kernel.kallsyms]                 [k] pick_next_task_idle
     0.01%  thermald         [kernel.kallsyms]                 [k] rb_next
     0.01%  gvfs-afc-volume  [kernel.kallsyms]                 [k] put_prev_entity
     0.01%  upowerd          [kernel.kallsyms]                 [k] acpi_ex_system_memory_space_handler
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] folio_set_bh
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ut_trace_ptr
     0.01%  ibus-engine-sim  libglib-2.0.so.0.8000.0           [.] 0x0000000000048c3b
     0.01%  kworker/u32:2-w  [kernel.kallsyms]                 [k] __wb_calc_thresh
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000719afb
     0.01%  thermald         thermald                          [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose()@plt
     0.01%  thermald         [kernel.kallsyms]                 [k] down_write
     0.01%  sd-resolve       [kernel.kallsyms]                 [k] udp_unicast_rcv_skb
     0.01%  Xorg             Xorg                              [.] 0x00000000001e6560
     0.01%  gnome-terminal-  gnome-terminal-server             [.] 0x000000000003281f
     0.01%  Xorg             [kernel.kallsyms]                 [k] __queue_work.part.0
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] __ip_append_data
     0.01%  Xorg             [kernel.kallsyms]                 [k] _raw_spin_lock
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ut_create_internal_object_dbg
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] meta_multi_texture_is_simple
     0.01%  tracker-extract  libc.so.6                         [.] malloc_consolidate
     0.01%  wpa_supplicant   libdbus-1.so.3.32.4               [.] dbus_message_iter_append_basic
     0.01%  kcompactd0       [kernel.kallsyms]                 [k] extfrag_for_order
     0.01%  gdbus            libgio-2.0.so.0.8000.0            [.] 0x0000000000122543
     0.01%  Xorg             [kernel.kallsyms]                 [k] eb_lookup_vma
     0.01%  JS Helper        libmozjs-115.so.115.10.0          [.] 0x0000000000300a30
     0.01%  thermald         libc.so.6                         [.] memcpy@@GLIBC_2.14@plt
     0.01%  khungtaskd       [kernel.kallsyms]                 [k] check_hung_uninterruptible_tasks
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] input_get_timestamp
     0.01%  kworker/1:0-eve  [kernel.kallsyms]                 [k] update_curr
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] put_prev_entity
     0.01%  usb-storage      [kernel.kallsyms]                 [k] psi_group_change
     0.01%  dbus-daemon      dbus-daemon                       [.] 0x0000000000016c8f
     0.01%  perf             [kernel.kallsyms]                 [k] pte_offset_map_nolock
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ps_get_arguments.constprop.0
     0.01%  gdbus            libc.so.6                         [.] __memmove_chk_avx_unaligned_erms
     0.01%  usb-storage      [kernel.kallsyms]                 [k] xhci_get_virt_ep
     0.01%  swapper          [kernel.kallsyms]                 [k] do_nocb_deferred_wakeup.isra.0
     0.01%  gmain            libglib-2.0.so.0.8000.0           [.] 0x000000000005b7f7
     0.01%  thermald         [kernel.kallsyms]                 [k] kernfs_fop_open
     0.01%  dbus-daemon      libdbus-1.so.3.32.4               [.] _dbus_marshal_read_uint32
     0.01%  swapper          [kernel.kallsyms]                 [k] __timeline_retire
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] intel_pmu_enable_all
     0.01%  kworker/2:0-eve  [kernel.kallsyms]                 [k] pick_next_task_fair
     0.01%  gdbus            [kernel.kallsyms]                 [k] fput
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] ipv4_pktinfo_prepare
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000001049838
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000582848
     0.01%  usb-storage      [kernel.kallsyms]                 [k] bio_endio
     0.01%  Xorg             libglamoregl.so                   [.] 0x0000000000021634
     0.01%  kworker/1:0-eve  [kernel.kallsyms]                 [k] dequeue_entity
     0.01%  kworker/14:1-i9  [kernel.kallsyms]                 [k] pick_eevdf
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] drain_obj_stock
     0.01%  gdbus            [kernel.kallsyms]                 [k] syscall_exit_to_user_mode
     0.01%  usb-storage      [kernel.kallsyms]                 [k] __blk_mq_end_request
     0.01%  gnome-keyring-d  libglib-2.0.so.0.8000.0           [.] 0x0000000000044565
     0.01%  gnome-keyring-d  libgio-2.0.so.0.8000.0            [.] 0x0000000000113bf8
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_list_free_1
     0.01%  wpa_supplicant   libdbus-1.so.3.32.4               [.] _dbus_type_writer_write_basic
     0.01%  kworker/13:2-ev  [kernel.kallsyms]                 [k] psi_task_switch
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000103812b
     0.01%  usb-storage      [kernel.kallsyms]                 [k] usb_hcd_is_primary_hcd
     0.01%  wpa_supplicant   libdbus-1.so.3.32.4               [.] _dbus_type_writer_init
     0.01%  thermald         [kernel.kallsyms]                 [k] __raw_spin_lock_irqsave
     0.01%  snapd            snapd                             [.] 0x000000000025eef5
     0.01%  upowerd          [kernel.kallsyms]                 [k] kmem_cache_free
     0.01%  kworker/7:1H-kb  [kernel.kallsyms]                 [k] __blk_mq_do_dispatch_sched
     0.01%  gnome-terminal-  [kernel.kallsyms]                 [k] available_idle_cpu
     0.01%  wireplumber      libglib-2.0.so.0.8000.0           [.] 0x000000000005bb6b
     0.01%  ibus-daemon      ibus-daemon                       [.] 0x000000000000db58
     0.01%  Xorg             [kernel.kallsyms]                 [k] dma_fence_chain_find_seqno
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000058289b
     0.01%  wpa_supplicant   [kernel.kallsyms]                 [k] entry_SYSRETQ_unsafe_stack
     0.01%  ksoftirqd/14     [kernel.kallsyms]                 [k] native_sched_clock
     0.01%  Xorg             Xorg                              [.] 0x00000000000627bb
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] get_page_from_freelist
     0.01%  upowerd          [kernel.kallsyms]                 [k] ext4_mb_mark_context
     0.01%  thermald         libc.so.6                         [.] _int_free
     0.01%  gsd-wacom        libdbus-1.so.3.32.4               [.] pthread_mutex_lock@plt
     0.01%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] 0x00000000000345f7
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ut_repair_name
     0.01%  kworker/5:1-eve  [kernel.kallsyms]                 [k] update_curr_se
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000128c80
     0.01%  jbd2/sda2-8      [unknown]                         [.] 0000000000000000
     0.01%  gdbus            [kernel.kallsyms]                 [k] __get_user_8
     0.01%  wpa_supplicant   [kernel.kallsyms]                 [k] tick_sched_do_timer
     0.01%  gnome-shell      libgraphene-1.0.so.0.1000.8       [.] graphene_matrix_multiply
     0.01%  kworker/2:0-eve  [kernel.kallsyms]                 [k] dequeue_task_fair
     0.01%  dbus-daemon      libdbus-1.so.3.32.4               [.] 0x00000000000213a9
     0.01%  Xorg             Xorg                              [.] free@plt
     0.01%  gdbus            [kernel.kallsyms]                 [k] __check_object_size
     0.01%  evolution-sourc  libglib-2.0.so.0.8000.0           [.] g_bit_unlock
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000135080
     0.01%  evolution-sourc  libglib-2.0.so.0.8000.0           [.] g_hash_table_lookup
     0.01%  perf             [kernel.kallsyms]                 [k] update_load_avg
     0.01%  gnome-shell      libmutter-cogl-pango-14.so.0.0.0  [.] 0x0000000000004f11
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] siphash24_compress
     0.01%  Xorg             libc.so.6                         [.] __memcmp_avx2_movbe
     0.01%  gmain            libc.so.6                         [.] __GI___pthread_disable_asynccancel
     0.01%  sd-resolve       libc.so.6                         [.] _int_free
     0.01%  Xorg             [kernel.kallsyms]                 [k] __kmalloc_node_track_caller
     0.01%  kworker/13:2-ev  [kernel.kallsyms]                 [k] strnlen
     0.01%  gdbus            libgobject-2.0.so.0.8000.0        [.] g_object_new_with_properties
     0.01%  wpa_supplicant   wpa_supplicant                    [.] 0x0000000000027553
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] lockref_get
     0.01%  Xorg             Xorg                              [.] DeliverEventsToWindow
     0.01%  kworker/0:1-eve  [kernel.kallsyms]                 [k] worker_thread
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ex_opcode_2A_1T_1R
     0.01%  dbus-daemon      libdbus-1.so.3.32.4               [.] 0x0000000000031a20
     0.01%  SPARQL endpoint  libglib-2.0.so.0.8000.0           [.] g_atomic_ref_count_dec
     0.01%  usb-storage      [kernel.kallsyms]                 [k] __raw_spin_lock_irqsave
     0.01%  kworker/7:1-eve  [kernel.kallsyms]                 [k] collect_percpu_times
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] 0x000000000005b99c
     0.01%  Xorg             libglamoregl.so                   [.] glamor_validate_gc
     0.01%  tracker-miner-f  libglib-2.0.so.0.8000.0           [.] g_list_remove_link
     0.01%  kworker/5:1-eve  [kernel.kallsyms]                 [k] _find_next_bit
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] 0x000000000023e3f0
     0.01%  evolution-sourc  [kernel.kallsyms]                 [k] syscall_exit_to_user_mode
     0.01%  dbus-daemon      dbus-daemon                       [.] 0x0000000000016a13
     0.01%  dbus-daemon      dbus-daemon                       [.] 0x000000000001683a
     0.01%  Xorg             [kernel.kallsyms]                 [k] _copy_from_iter
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] __fdget_raw
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] 0x0000000000289825
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ex_dump_operands
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_variant_serialiser_is_object_path
     0.01%  gnome-shell      libX11.so.6.4.0                   [.] 0x00000000000270f4
     0.01%  dbus-daemon      dbus-daemon                       [.] 0x0000000000016b00
     0.01%  gmain            libc.so.6                         [.] pthread_getspecific@@GLIBC_2.34
     0.01%  Xorg             [kernel.kallsyms]                 [k] __rseq_handle_notify_resume
     0.01%  wireplumber      libglib-2.0.so.0.8000.0           [.] g_ptr_array_remove_range
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] 0x0000000000059e23
     0.01%  wpa_supplicant   [kernel.kallsyms]                 [k] __build_skb_around
     0.01%  Xorg             [kernel.kallsyms]                 [k] __mod_memcg_state
     0.01%  GUsbEventThread  [kernel.kallsyms]                 [k] read_tsc
     0.01%  jbd2/sda2-8      [kernel.kallsyms]                 [k] jbd2_journal_commit_transaction
     0.01%  thermald         [kernel.kallsyms]                 [k] locks_remove_file
     0.01%  Xorg             [kernel.kallsyms]                 [k] drm_atomic_helper_setup_commit
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] 0x00000000001bbbe0
     0.01%  swapper          [kernel.kallsyms]                 [k] finish_task_switch.isra.0
     0.01%  dbus-daemon      libdbus-1.so.3.32.4               [.] 0x0000000000031d59
     0.01%  Xorg             Xorg                              [.] 0x00000000001809a0
     0.01%  thermald         libstdc++.so.6.0.33               [.] std::basic_filebuf<char, std::char_traits<char> >::_M_destroy_internal_buffer()
     0.01%  thermald         [kernel.kallsyms]                 [k] dget_parent
     0.01%  usb-storage      [kernel.kallsyms]                 [k] call_function_single_prep_ipi
     0.01%  pool-tracker-ex  [kernel.kallsyms]                 [k] asm_load_gs_index
     0.01%  swapper          [kernel.kallsyms]                 [k] intel_engine_get_busy_time
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_pointer_bit_unlock
     0.01%  Xorg             [kernel.kallsyms]                 [k] __calc_delta.constprop.0
     0.01%  JS Helper        libc.so.6                         [.] pthread_cond_broadcast@@GLIBC_2.3.2
     0.01%  gnome-terminal-  libglib-2.0.so.0.8000.0           [.] 0x00000000000bc539
     0.01%  pool-evolution-  [kernel.kallsyms]                 [k] blkcg_maybe_throttle_current
     0.01%  wireplumber      libspa-dbus.so                    [.] 0x0000000000001570
     0.01%  swapper          [kernel.kallsyms]                 [k] add_interrupt_randomness
     0.01%  pool-spawner     [kernel.kallsyms]                 [k] get_futex_key
     0.01%  Xorg             Xorg                              [.] WaitForSomething
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ns_validate_handle
     0.01%  thermald         [kernel.kallsyms]                 [k] vsnprintf
     0.01%  thermald         libstdc++.so.6.0.33               [.] 0x0000000000143040
     0.01%  systemd          [kernel.kallsyms]                 [k] ep_poll
     0.01%  gnome-shell      libpixman-1.so.0.42.2             [.] 0x000000000005b755
     0.01%  migration/1      [kernel.kallsyms]                 [k] __switch_to_asm
     0.01%  gdbus            libc.so.6                         [.] __errno_location
     0.01%  upowerd          [kernel.kallsyms]                 [k] acpi_ps_get_next_arg
     0.01%  gnome-keyring-d  libgobject-2.0.so.0.8000.0        [.] g_type_check_instance_is_fundamentally_a
     0.01%  tracker-miner-f  libc.so.6                         [.] __strspn_sse42
     0.01%  ibus-daemon      [kernel.kallsyms]                 [k] __raw_spin_lock_irqsave
     0.01%  gdbus            libgobject-2.0.so.0.8000.0        [.] 0x0000000000026a40
     0.01%  gnome-shell      libpixman-1.so.0.42.2             [.] 0x000000000005bffc
     0.01%  gsd-housekeepin  libc.so.6                         [.] __printf_buffer
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_os_release_object
     0.01%  dbus-daemon      libc.so.6                         [.] __memmove_avx_unaligned_erms
     0.01%  kworker/14:1-i9  [kernel.kallsyms]                 [k] strscpy
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] ip_finish_output2
     0.01%  Xorg             [kernel.kallsyms]                 [k] __x64_sys_setitimer
     0.01%  thermald         [kernel.kallsyms]                 [k] security_file_open
     0.01%  swapper          [kernel.kallsyms]                 [k] i2c_dw_isr
     0.01%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] 0x0000000000422220
     0.01%  upowerd          [kernel.kallsyms]                 [k] acpi_ds_is_result_used
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] consume_skb
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] sbitmap_any_bit_set
     0.01%  rtkit-daemon     [kernel.kallsyms]                 [k] rb_erase
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ds_create_operands
     0.01%  thermald         libstdc++.so.6.0.33               [.] std::ios_base::_M_dispose_callbacks()
     0.01%  Xorg             libglapi.so.0.0.0                 [.] 0x000000000001182f
     0.01%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000544100
     0.01%  systemd          libsystemd-shared-255.so          [.] prioq_peek_by_index
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] clutter_actor_get_transform
     0.01%  Xorg             Xorg                              [.] RRFirstOutput
     0.01%  Xorg             libc.so.6                         [.] __vsnprintf_internal
     0.01%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] 0x0000000000039240
     0.01%  thermald         thermald                          [.] cthd_zone::read_zone_temp()
     0.01%  Xorg             [kernel.kallsyms]                 [k] __update_blocked_fair
     0.01%  dbus-daemon      libdbus-1.so.3.32.4               [.] _dbus_message_loader_return_buffer
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000012802a
     0.01%  pool-tracker-mi  [kernel.kallsyms]                 [k] __msecs_to_jiffies
     0.01%  pool-evolution-  [kernel.kallsyms]                 [k] anon_vma_compatible
     0.01%  wireplumber      libdbus-1.so.3.32.4               [.] _dbus_rmutex_unlock
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] set_root
     0.01%  wpa_supplicant   libdbus-1.so.3.32.4               [.] 0x000000000001e3d0
     0.01%  gnome-keyring-d  gnome-keyring-daemon              [.] 0x00000000000613ab
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ds_push_walk_state
     0.01%  pool-evolution-  [kernel.kallsyms]                 [k] mas_node_count_gfp
     0.01%  gnome-shell      libpixman-1.so.0.42.2             [.] 0x00000000000561aa
     0.01%  kcompactd0       [kernel.kallsyms]                 [k] __switch_to_asm
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] ext4_writepages
     0.01%  systemd-resolve  libc.so.6                         [.] memset@plt
     0.01%  Xorg             [kernel.kallsyms]                 [k] wake_affine
     0.01%  tracker-extract  libglib-2.0.so.0.8000.0           [.] g_hash_table_unref
     0.01%  Xorg             libglamoregl.so                   [.] 0x000000000001fcd6
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] update_curr
     0.01%  pool-tracker-mi  libsqlite3.so.0.8.6               [.] 0x00000000000bd6fa
     0.01%  pool-evolution-  [kernel.kallsyms]                 [k] __kmem_cache_alloc_bulk
     0.01%  gnome-shell      libmutter-cogl-14.so.0.0.0        [.] 0x0000000000040b50
     0.01%  kworker/u32:3-e  [kernel.kallsyms]                 [k] __blk_mq_free_request
     0.01%  kworker/2:0-eve  [kernel.kallsyms]                 [k] __call_rcu_common
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] _raw_spin_lock
     0.01%  thermald         libc.so.6                         [.] _itoa_word
     0.01%  systemd-resolve  [kernel.kallsyms]                 [k] __x64_sys_recvfrom
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_variant_serialiser_serialise
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] balance_fair
     0.01%  perf             [kernel.kallsyms]                 [k] __alloc_pages
     0.01%  rcu_preempt      [kernel.kallsyms]                 [k] pick_next_task_idle
     0.01%  upowerd          [kernel.kallsyms]                 [k] jbd2_journal_cancel_revoke
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000689eb0
     0.01%  dbus-daemon      libdbus-1.so.3.32.4               [.] _dbus_first_type_in_signature
     0.01%  dbus-daemon      [kernel.kallsyms]                 [k] __memcg_slab_free_hook
     0.01%  Xorg             nvidia_drv.so                     [.] xf86ScreenToScrn@plt
     0.01%  gmain            libglib-2.0.so.0.8000.0           [.] 0x000000000005b981
     0.01%  usb-storage      [kernel.kallsyms]                 [k] schedule_debug.isra.0
     0.01%  kworker/14:1-i9  [unknown]                         [.] 0000000000000000
     0.01%  Xorg             iris_dri.so                       [.] 0x00000000003edf24
     0.01%  Xorg             Xorg                              [.] present_event_notify
     0.01%  Xorg             nvidia_drv.so                     [.] 0x00000000004b8ed6
     0.01%  gnome-terminal-  libcairo.so.2.11800.0             [.] 0x000000000002f6ba
     0.01%  Xorg             [kernel.kallsyms]                 [k] __fdget_pos
     0.01%  thermald         [kernel.kallsyms]                 [k] apparmor_current_getlsmblob_subj
     0.01%  Xorg             [kernel.kallsyms]                 [k] unix_stream_sendmsg
     0.01%  pool-evolution-  libc.so.6                         [.] _int_free
     0.01%  systemd          libsystemd-shared-255.so          [.] 0x00000000001c37e9
     0.01%  gsd-media-keys   libglib-2.0.so.0.8000.0           [.] g_variant_get_child_value
     0.01%  thermald         libc.so.6                         [.] __printf_buffer_write
     0.01%  systemd-oomd     libsystemd-shared-255.so          [.] path_extend_internal
     0.01%  swapper          [kernel.kallsyms]                 [k] pfn_to_dma_pte
     0.01%  gsd-housekeepin  [kernel.kallsyms]                 [k] clear_bhb_loop
     0.01%  Xorg             Xorg                              [.] 0x0000000000149d03
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] run_rebalance_domains
     0.01%  evolution-sourc  [kernel.kallsyms]                 [k] kthread_blkcg
     0.01%  usb-storage      [kernel.kallsyms]                 [k] scsi_io_completion
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ps_create_op
     0.01%  usb-storage      [kernel.kallsyms]                 [k] usb_stor_control_thread
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] 0x000000000005d5f3
     0.01%  Xorg             [kernel.kallsyms]                 [k] obj_cgroup_uncharge_pages
     0.01%  Xorg             [kernel.kallsyms]                 [k] __x64_sys_recvmsg
     0.01%  thermald         [kernel.kallsyms]                 [k] set_root
     0.01%  kworker/7:1H-kb  [kernel.kallsyms]                 [k] newidle_balance
     0.01%  kworker/9:1H-kb  [kernel.kallsyms]                 [k] worker_thread
     0.01%  JS Helper        [kernel.kallsyms]                 [k] os_xsave
     0.01%  evolution-sourc  libglib-2.0.so.0.8000.0           [.] g_variant_type_get_string_length
     0.01%  systemd-logind   [kernel.kallsyms]                 [k] security_socket_getsockopt
     0.01%  Xorg             Xorg                              [.] 0x000000000006cfb0
     0.01%  Xorg             modesetting_drv.so                [.] 0x000000000001612e
     0.01%  Xorg             [kernel.kallsyms]                 [k] do_iter_readv_writev
