# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles:P'
# Event count (approx.): 1305366482
#
# Overhead  Command          Shared Object                     Symbol                                                                                                                                                                                                                                                              
# ........  ...............  ................................  ....................................................................................................................................................................................................................................................................
#
     0.01%  journal-offline  [kernel.kallsyms]                 [k] dequeue_entity
     0.01%  journal-offline  [kernel.kallsyms]                 [k] schedule
     0.01%  kworker/5:1H-kb  [kernel.kallsyms]                 [k] _find_next_zero_bit
     0.01%  kworker/5:1H-kb  [kernel.kallsyms]                 [k] scsi_prepare_cmd
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_logv
     0.01%  Xorg             Xorg                              [.] 0x00000000001e8330
     0.01%  gdbus            [kernel.kallsyms]                 [k] syscall_exit_to_user_mode_prepare
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_malloc
     0.01%  Xorg             libglamoregl.so                   [.] 0x000000000000a638
     0.01%  swapper          [snd_hda_core]                    [k] 0x000000000000593f
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] clutter_stage_get_grab_actor@plt
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] __rcu_read_lock
     0.01%  swapper          [kernel.kallsyms]                 [k] pick_next_task_idle
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] cgroup_pressure_release
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_slice_free_chain_with_offset
     0.01%  Xorg             nvidia_drv.so                     [.] 0x0000000000045230
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_main_context_wakeup
     0.01%  thermald         [kernel.kallsyms]                 [k] acpi_ds_do_implicit_return
     0.01%  Xorg             [kernel.kallsyms]                 [k] rb_erase
     0.01%  Xorg             Xorg                              [.] read@plt
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000cb743e
     0.01%  InputThread      [kernel.kallsyms]                 [k] __x64_sys_ioctl
     0.01%  Xorg             [i915]                            [k] intel_post_plane_update.cold
     0.01%  kworker/14:1-i9  [i915]                            [k] intel_set_transcoder_timings
     0.01%  usb-storage      [kernel.kallsyms]                 [k] update_load_avg
     0.01%  IPC I/O Parent   [kernel.kallsyms]                 [k] update_sd_lb_stats.constprop.0
     0.01%  InputThread      [kernel.kallsyms]                 [k] drm_mode_object_put.part.0
     0.01%  InputThread      [kernel.kallsyms]                 [k] ww_mutex_lock_interruptible
     0.01%  gnome-shell      libmutter-cogl-14.so.0.0.0        [.] 0x0000000000040b50
     0.01%  Socket Thread    [kernel.kallsyms]                 [k] __do_softirq
     0.01%  Socket Thread    libxul.so                         [.] 0x0000000003848bd2
     0.01%  TaskCon~ller #3  libxul.so                         [.] 0x0000000002fb1202
     0.01%  Xorg             [kernel.kallsyms]                 [k] __sys_recvmsg
     0.01%  swapper          [kernel.kallsyms]                 [k] native_queued_spin_lock_slowpath
     0.01%  gnome-shell      libxcb.so.1.1.0                   [.] 0x000000000000cf51
     0.01%  Xorg             [kernel.kallsyms]                 [k] __rcu_read_lock
     0.01%  kworker/14:1-i9  [i915]                            [k] intel_combo_pll_enable_reg.isra.0
     0.01%  InputThread      libc.so.6                         [.] 0x0000000000188a00
     0.01%  gnome-shell      libc.so.6                         [.] 0x000000000009ffe0
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] kmalloc_trace
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] iovec_from_user.part.0
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005e290
     0.01%  Socket Thread    [kernel.kallsyms]                 [k] __run_timers
     0.01%  gsd-color        libdbus-1.so.3.32.4               [.] pthread_mutex_lock@plt
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] datagram_poll
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] clutter_event_get
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] dispatch_hid_bpf_device_event
     0.01%  Xorg             modesetting_drv.so                [.] 0x000000000000d200
     0.01%  IPC I/O Parent   [kernel.kallsyms]                 [k] nohz_balancer_kick
     0.01%  Xorg             [kernel.kallsyms]                 [k] _copy_from_user
     0.01%  Timer            [kernel.kallsyms]                 [k] x64_sys_call
     0.01%  Socket Thread    libnss3.so                        [.] PK11_AEADOp
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] switch_fpu_return
     0.01%  gnome-shell      gnome-shell                       [.] 0x00000000000047c0
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005a040
     0.01%  Inotify~tThread  [kernel.kallsyms]                 [k] populate_seccomp_data
     0.01%  rcu_preempt      [kernel.kallsyms]                 [k] update_min_vruntime
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] dequeue_task_fair
     0.01%  Xorg             Xorg                              [.] NoopDDA
     0.01%  Xorg             [kernel.kallsyms]                 [k] ep_item_poll.isra.0
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] update_min_vruntime
     0.01%  gnome-shell      libXi.so.6.1.0                    [.] 0x0000000000006a94
     0.01%  glean.dispatche  [kernel.kallsyms]                 [k] schedule_debug.isra.0
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x0000000000053f51
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005e295
     0.01%  gnome-shell      libpixman-1.so.0.42.2             [.] pixman_region32_init
     0.01%  gdbus            [kernel.kallsyms]                 [k] syscall_return_via_sysret
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_variant_unref
     0.01%  perf             [kernel.kallsyms]                 [k] rmqueue
     0.01%  Xorg             [kernel.kallsyms]                 [k] drm_mode_object_put.part.0
     0.01%  InputThread      Xorg                              [.] 0x00000000001e28d4
     0.01%  InputThread      [kernel.kallsyms]                 [k] __fsnotify_parent
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] balance_rt
     0.01%  gnome-shell      libX11.so.6.4.0                   [.] 0x0000000000040bdd
     0.01%  Isolated Web Co  libxul.so                         [.] 0x0000000002aa138a
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] blk_mq_free_request
     0.01%  swapper          [kernel.kallsyms]                 [k] trb_in_td
     0.01%  Xorg             nvidia_drv.so                     [.] 0x00000000000b2990
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] __msecs_to_jiffies
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000ff1fa6
     0.01%  Socket Thread    libnspr4.so                       [.] PR_GetError
     0.01%  gnome-shell      libXi.so.6.1.0                    [.] XIQueryPointer
     0.01%  gnome-shell      libc.so.6                         [.] 0x0000000000098565
     0.01%  Xorg             [kernel.kallsyms]                 [k] wait_for_unix_gc
     0.01%  xdg-desktop-por  libgobject-2.0.so.0.8000.0        [.] 0x0000000000034ef2
     0.01%  thermald         [kernel.kallsyms]                 [k] mod_objcg_state
     0.01%  Xorg             Xorg                              [.] clock_gettime@plt
     0.01%  IPC I/O Parent   libc.so.6                         [.] 0x00000000001a07db
     0.01%  IPC I/O Parent   libxul.so                         [.] 0x0000000002e639f6
     0.01%  gsd-xsettings    libgdk-3.so.0.2409.32             [.] 0x0000000000096a57
     0.01%  systemd-oomd     [kernel.kallsyms]                 [k] rcu_sched_clock_irq
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] read_tsc
     0.01%  glean.dispatche  firefox                           [.] malloc
     0.01%  Indexed~ IO #58  [kernel.kallsyms]                 [k] _raw_spin_lock_irq
     0.01%  Xorg             [kernel.kallsyms]                 [k] avg_vruntime
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __switch_to
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] pidfd_poll
     0.01%  InputThread      [i915]                            [k] lpt_disable_clkout_dp
     0.01%  Xorg             modesetting_drv.so                [.] 0x000000000000d226
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] rpm_check_suspend_allowed
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000018ad40
     0.01%  gnome-shell      libX11.so.6.4.0                   [.] _XGetRequest
     0.01%  gnome-shell      libmutter-clutter-14.so.0.0.0     [.] g_object_ref@plt
     0.01%  usb-storage      [kernel.kallsyms]                 [k] wbt_rqw_done
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] syscall_exit_to_user_mode_prepare
     0.01%  gnome-shell      libX11.so.6.4.0                   [.] XSetErrorHandler
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005b99c
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] check_cpu_stall
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_log_structured_array
     0.01%  kworker/2:1-i91  [intel_lpss]                      [k] 0x00000000000000e4
     0.01%  InputThread      [kernel.kallsyms]                 [k] newidle_balance
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] ktime_get
     0.01%  Xorg             Xorg                              [.] 0x0000000000101080
     0.01%  Xorg             [kernel.kallsyms]                 [k] drm_syncobj_find
     0.01%  gnome-shell      libX11.so.6.4.0                   [.] XNextEvent
     0.01%  Xorg             Xorg                              [.] xf86VTSwitchPending
     0.01%  Xorg             Xorg                              [.] ReadRequestFromClient
     0.01%  pool-tracker-mi  [kernel.kallsyms]                 [k] shstk_free
     0.01%  tracker-miner-f  libglib-2.0.so.0.8000.0           [.] g_datalist_id_dup_data
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_hash_table_contains
     0.01%  pool-tracker-mi  [kernel.kallsyms]                 [k] kmem_cache_free
     0.01%  Xorg             Xorg                              [.] 0x000000000005b8c0
     0.01%  Xorg             [kernel.kallsyms]                 [k] __wake_up_sync_key
     0.01%  InputThread      libinput_drv.so                   [.] libinput_event_get_device@plt
     0.01%  Xorg             [kernel.kallsyms]                 [k] save_fpregs_to_fpstate
     0.01%  usb-storage      [kernel.kallsyms]                 [k] native_sched_clock
     0.01%  Xorg             [kernel.kallsyms]                 [k] hrtimer_try_to_cancel.part.0
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] g_mutex_unlock
     0.01%  swapper          [kernel.kallsyms]                 [k] xas_load
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] 0x00000000000facf7
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] XIQueryPointer@plt
     0.01%  gnome-terminal-  libgtk-3.so.0.2409.32             [.] 0x000000000014c721
     0.01%  gnome-shell      libc.so.6                         [.] 0x00000000000985c9
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __mod_memcg_lruvec_state
     0.01%  Xorg             [kernel.kallsyms]                 [k] slab_update_freelist.isra.0
     0.01%  InputThread      libinput.so.10.13.0               [.] 0x000000000000cfe0
     0.01%  Isolated Web Co  [anon:js-executable-memory]       [.] 0x000000000001d823
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __intel_pmu_enable_all.isra.0
     0.01%  Xorg             [kernel.kallsyms]                 [k] syscall_exit_to_user_mode_prepare
     0.01%  Isolated Web Co  libxul.so                         [.] 0x0000000002b31c20
     0.01%  Xorg             [kernel.kallsyms]                 [k] newidle_balance
     0.01%  gnome-shell      libX11.so.6.4.0                   [.] _XEventsQueued
     0.01%  gnome-shell      libc.so.6                         [.] 0x00000000000a1af7
     0.01%  Xorg             Xorg                              [.] FlushIfCriticalOutputPending
     0.01%  InputThread      [i915]                            [k] intel_pipe_config_compare.cold
     0.01%  WebExtensions    [anon:js-executable-memory]       [.] 0x0000000000013b87
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] ttwu_queue_wakelist
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] ep_autoremove_wake_function
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] __memcg_slab_free_hook
     0.01%  Xorg             Xorg                              [.] 0x0000000000072a10
     0.01%  Xorg             nvidia_drv.so                     [.] 0x00000000004aa01d
     0.01%  Xorg             Xorg                              [.] xf86Wakeup
     0.01%  JS Helper        libmozjs-115.so.115.10.0          [.] 0x0000000000311919
     0.01%  Xorg             iris_dri.so                       [.] 0x00000000000f50aa
     0.01%  kworker/0:0-i91  [kernel.kallsyms]                 [k] get_recent_times
     0.01%  gnome-shell      libxcb.so.1.1.0                   [.] 0x000000000000bef3
     0.01%  InputThread      Xorg                              [.] 0x00000000000a3b2c
     0.01%  InputThread      [kernel.kallsyms]                 [k] __setplane_check
     0.01%  swapper          [kernel.kallsyms]                 [k] dma_pte_clear_level
     0.01%  Xorg             [kernel.kallsyms]                 [k] drm_format_info
     0.01%  swapper          [kernel.kallsyms]                 [k] wake_up_process
     0.01%  Socket Thread    libxul.so                         [.] 0x00000000035b259b
     0.01%  InputThread      [kernel.kallsyms]                 [k] drm_atomic_set_fb_for_plane
     0.01%  Xorg             libglamoregl.so                   [.] 0x0000000000010446
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] xfd_validate_state
     0.01%  firefox          [kernel.kallsyms]                 [k] unix_stream_read_generic
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] acct_account_cputime
     0.01%  Xorg             [kernel.kallsyms]                 [k] __import_iovec
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] kmem_cache_alloc_node
     0.01%  usb-storage      [kernel.kallsyms]                 [k] usb_get_urb
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] meta_context_get_display
     0.01%  kworker/2:1-i91  [kernel.kallsyms]                 [k] wq_worker_running
     0.01%  Socket Thread    [kernel.kallsyms]                 [k] enter_lazy_tlb
     0.01%  InputThread      [kernel.kallsyms]                 [k] __hrtimer_run_queues
     0.01%  InputThread      [kernel.kallsyms]                 [k] fput
     0.01%  Xorg             Xorg                              [.] ChangeGC
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] syscall_return_via_sysret
     0.01%  Xorg             [kernel.kallsyms]                 [k] ktime_get
     0.01%  Xorg             Xorg                              [.] 0x000000000015fde0
     0.01%  Xorg             Xorg                              [.] 0x000000000006d21d
     0.01%  Inotify~tThread  libxul.so                         [.] 0x0000000005f0acf3
     0.01%  Xorg             Xorg                              [.] 0x00000000001cc7f0
     0.01%  Xorg             Xorg                              [.] 0x0000000000102817
     0.01%  Xorg             [kernel.kallsyms]                 [k] finish_task_switch.isra.0
     0.01%  tracker-miner-f  [kernel.kallsyms]                 [k] path_init
     0.01%  usb-storage      [kernel.kallsyms]                 [k] sbitmap_any_bit_set
     0.01%  firefox          [anon:js-executable-memory]       [.] 0x00000000000096f2
     0.01%  Xorg             iris_dri.so                       [.] 0x000000000016f120
     0.01%  Timer            [kernel.kallsyms]                 [k] futex_wait_queue
     0.01%  usb-storage      [kernel.kallsyms]                 [k] __finalise_sg.isra.0
     0.01%  usb-storage      [kernel.kallsyms]                 [k] scsi_run_queue_async
     0.01%  Xorg             [kernel.kallsyms]                 [k] __skb_datagram_iter
     0.01%  Xorg             [kernel.kallsyms]                 [k] cpuacct_charge
     0.01%  Xorg             Xorg                              [.] ProcessInputEvents
     0.01%  Xorg             [kernel.kallsyms]                 [k] timekeeping_adjust.constprop.0
     0.01%  Xorg             [kernel.kallsyms]                 [k] psi_flags_change
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000cba250
     0.01%  swapper          [snd_hda_codec]                   [k] 0x000000000000f06c
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] input_pass_values.part.0
     0.01%  InputThread      [kernel.kallsyms]                 [k] __cgroup_account_cputime_field
     0.01%  gnome-text-edit  [kernel.kallsyms]                 [k] cgroup_rstat_updated
     0.01%  gnome-text-edit  libglib-2.0.so.0.8000.0           [.] g_hash_table_lookup
     0.01%  kworker/1:0-eve  [kernel.kallsyms]                 [k] get_recent_times
     0.01%  Xorg             [kernel.kallsyms]                 [k] aa_unix_msg_perm
     0.01%  gnome-shell      libmutter-14.so.0.0.0             [.] XNextEvent@plt
     0.01%  InputThread      [kernel.kallsyms]                 [k] perf_adjust_freq_unthr_context
     0.01%  Xorg             [kernel.kallsyms]                 [k] task_mm_cid_work
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] regmap_read
     0.01%  gnome-shell      libc.so.6                         [.] 0x000000000008f840
     0.01%  gmain            [kernel.kallsyms]                 [k] drain_obj_stock
     0.01%  swapper          [kernel.kallsyms]                 [k] next_zone
     0.01%  Xorg             nvidia_drv.so                     [.] 0x0000000000082652
     0.01%  Xorg             [kernel.kallsyms]                 [k] enter_lazy_tlb
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000cba297
     0.01%  irq/133-ELAN050  [hid]                             [k] 0x0000000000001df9
     0.01%  InputThread      Xorg                              [.] valuator_mask_set_double
     0.01%  journal-offline  [kernel.kallsyms]                 [k] submit_bio_noacct
     0.01%  IPC I/O Parent   [kernel.kallsyms]                 [k] dequeue_task_fair
     0.01%  gsd-color        libglib-2.0.so.0.8000.0           [.] g_variant_get_variant
     0.01%  Xorg             [kernel.kallsyms]                 [k] __build_skb_around
     0.01%  gnome-shell      libatspi.so.0.0.1                 [.] 0x0000000000013670
     0.01%  Xorg             Xorg                              [.] IsFloating
     0.01%  InputThread      [i915]                            [k] intel_mpllb_state_verify
     0.01%  swapper          [kernel.kallsyms]                 [k] update_curr
     0.01%  gnome-shell      libxcb.so.1.1.0                   [.] 0x000000000000cfb0
     0.01%  Xorg             [kernel.kallsyms]                 [k] ____sys_recvmsg
     0.01%  SPARQL endpoint  libglib-2.0.so.0.8000.0           [.] g_datalist_id_dup_data
     0.01%  Xorg             [kernel.kallsyms]                 [k] security_socket_recvmsg
     0.01%  gnome-shell      libc.so.6                         [.] 0x000000000006a4e0
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] __pick_next_task_fair
     0.01%  Socket Thread    [kernel.kallsyms]                 [k] map_addr.constprop.0
     0.01%  gnome-shell      libmutter-cogl-14.so.0.0.0        [.] 0x00000000000633c0
     0.01%  Socket Thread    libxul.so                         [.] 0x000000000342e0b7
     0.01%  irq/133-ELAN050  [hid]                             [k] 0x0000000000001ddc
     0.01%  thermald         [kernel.kallsyms]                 [k] energy_uj_show
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] poll@plt
     0.01%  usb-storage      [kernel.kallsyms]                 [k] read_tsc
     0.01%  Xorg             Xorg                              [.] TimerFree
     0.01%  kworker/u33:0-i  [kernel.kallsyms]                 [k] worker_thread
     0.01%  InputThread      [kernel.kallsyms]                 [k] mutex_unlock
     0.01%  Xorg             Xorg                              [.] FlushAllOutput
     0.01%  IPC I/O Parent   libxul.so                         [.] syscall@plt
     0.01%  Socket Thread    libxul.so                         [.] 0x0000000002e876f2
     0.01%  TaskCon~ller #3  libxul.so                         [.] 0x0000000002fa777e
     0.01%  dbus-daemon      libdbus-1.so.3.32.4               [.] 0x0000000000035080
     0.01%  Xorg             [kernel.kallsyms]                 [k] rep_movs_alternative
     0.01%  Xorg             [kernel.kallsyms]                 [k] unix_stream_recvmsg
     0.01%  Xorg             libc.so.6                         [.] 0x00000000000e29db
     0.01%  Xorg             nvidia_drv.so                     [.] 0x00000000004b8f20
     0.01%  Socket Thread    libssl3.so                        [.] 0x000000000002f191
     0.01%  Xorg             [kernel.kallsyms]                 [k] __schedule
     0.01%  Xorg             [kernel.kallsyms]                 [k] _raw_write_lock_irq
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005d7e2
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] folio_end_writeback
     0.01%  Xorg             modesetting_drv.so                [.] xf86ScreenToScrn@plt
     0.01%  Xorg             [kernel.kallsyms]                 [k] select_task_rq_fair
     0.01%  irq/133-ELAN050  [hid_multitouch]                  [k] 0x0000000000001bb3
     0.01%  tracker-extract  ld-linux-x86-64.so.2              [.] 0x0000000000015c78
     0.01%  Xorg             Xorg                              [.] 0x00000000001de2f0
     0.01%  Xorg             iris_dri.so                       [.] 0x0000000000ff15e0
     0.01%  kworker/1:1H-kb  [kernel.kallsyms]                 [k] __dd_dispatch_request
     0.01%  kworker/1:1H-kb  [kernel.kallsyms]                 [k] _find_next_zero_bit
     0.01%  kworker/1:1H-kb  [kernel.kallsyms]                 [k] complete
     0.01%  kworker/1:1H-kb  [kernel.kallsyms]                 [k] elv_rqhash_del
     0.01%  kworker/1:1H-kb  [kernel.kallsyms]                 [k] sbitmap_find_bit
     0.01%  kworker/1:1H-kb  [kernel.kallsyms]                 [k] scsi_mq_get_budget
     0.01%  kworker/1:1H-kb  [kernel.kallsyms]                 [k] scsi_prepare_cmd
     0.01%  kworker/1:1H-kb  [kernel.kallsyms]                 [k] worker_thread
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] set_next_entity
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] wakeup_preempt
     0.01%  Xorg             Xorg                              [.] 0x000000000005b8ab
     0.01%  Xorg             [kernel.kallsyms]                 [k] pick_next_task_fair
     0.01%  kworker/0:0-i91  [kernel.kallsyms]                 [k] refresh_cpu_vm_stats
     0.01%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_strdup_vprintf
     0.01%  dbus-daemon      libdbus-1.so.3.32.4               [.] dbus_timeout_get_enabled
     0.01%  irq/133-ELAN050  [hid]                             [k] 0x0000000000002c31
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] acpi_ut_release_mutex
     0.01%  Xorg             [kernel.kallsyms]                 [k] hrtimer_start_range_ns
     0.01%  Xorg             Xorg                              [.] 0x0000000000062ab1
     0.01%  Xorg             [kernel.kallsyms]                 [k] __cgroup_account_cputime
     0.01%  Xorg             nvidia_drv.so                     [.] 0x00000000004a6ef0
     0.01%  firefox          [kernel.kallsyms]                 [k] __x64_sys_futex
     0.01%  gmain            [unknown]                         [.] 0000000000000000
     0.01%  Xorg             Xorg                              [.] 0x0000000000082bfc
     0.01%  Socket Thread    [kernel.kallsyms]                 [k] __raw_spin_lock_irqsave
     0.01%  kworker/14:1-i9  [kernel.kallsyms]                 [k] try_to_grab_pending
     0.01%  Xorg             [kernel.kallsyms]                 [k] wake_affine
     0.01%  usb-storage      [kernel.kallsyms]                 [k] folio_memcg_lock
     0.01%  swapper          [kernel.kallsyms]                 [k] hrtimer_next_event_without
     0.01%  usb-storage      [kernel.kallsyms]                 [k] dd_finish_request
     0.01%  irq/133-ELAN050  [hid]                             [k] 0x00000000000024b2
     0.01%  gnome-shell      libmutter-mtk-14.so.0.0.0         [.] mtk_region_get_rectangle
     0.01%  InputThread      [kernel.kallsyms]                 [k] trigger_load_balance
     0.01%  gnome-shell      libxcb.so.1.1.0                   [.] pthread_mutex_lock@plt
     0.01%  dbus-daemon      libdbus-1.so.3.32.4               [.] 0x0000000000019b53
     0.01%  swapper          [kernel.kallsyms]                 [k] do_nocb_deferred_wakeup.isra.0
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] unix_write_space
     0.01%  gdbus            libglib-2.0.so.0.8000.0           [.] 0x000000000005d964
     0.01%  pool-tracker-mi  libtracker-sparql-3.0.so.0.701.0  [.] 0x0000000000050a5b
     0.01%  Xorg             [kernel.kallsyms]                 [k] do_setitimer
     0.01%  Xorg             [kernel.kallsyms]                 [k] check_heap_object
     0.01%  irq/133-ELAN050  [hid]                             [k] 0x00000000000024f6
     0.01%  gnome-shell      [vdso]                            [.] 0x0000000000000ae6
     0.01%  Xorg             Xorg                              [.] dixLookupResourceByType
     0.01%  journal-offline  [kernel.kallsyms]                 [k] blk_mq_get_tag
     0.01%  Xorg             Xorg                              [.] 0x00000000000829c4
     0.01%  Xorg             [kernel.kallsyms]                 [k] rseq_update_cpu_node_id
     0.01%  gnome-shell      libc.so.6                         [.] pthread_rwlock_unlock
     0.01%  dbus-daemon      libdbus-1.so.3.32.4               [.] dbus_connection_get_data
     0.01%  usb-storage      [kernel.kallsyms]                 [k] scsi_complete
     0.01%  swapper          [kernel.kallsyms]                 [k] local_touch_nmi
     0.01%  usb-storage      [kernel.kallsyms]                 [k] memcpy_orig
     0.01%  gnome-shell      [kernel.kallsyms]                 [k] do_syscall_64
     0.01%  gnome-terminal-  libgobject-2.0.so.0.8000.0        [.] 0x00000000000345e3
     0.01%  Xorg             Xorg                              [.] 0x00000000000fcc50
     0.01%  Xorg             [kernel.kallsyms]                 [k] remove_entity_load_avg
     0.01%  Isolated Web Co  libxul.so                         [.] 0x00000000029c21c3
     0.01%  gnome-shell      libXi.so.6.1.0                    [.] 0x000000000000384f
     0.01%  Xorg             [kernel.kallsyms]                 [k] __remove_hrtimer
     0.01%  Xorg             [kernel.kallsyms]                 [k] __update_load_avg_se
     0.01%  Xorg             [kernel.kallsyms]                 [k] schedule
     0.01%  firefox          [kernel.kallsyms]                 [k] vfs_read
     0.01%  Isolated Web Co  [anon:js-executable-memory]       [.] 0x000000000003b20f
     0.01%  Xorg             nvidia_drv.so                     [.] 0x00000000004d69d5
     0.01%  swapper          [i915]                            [k] intel_sprite_set_colorkey_ioctl
     0.01%  Xorg             [kernel.kallsyms]                 [k] hrtimer_active
     0.01%  InputThread      libc.so.6                         [.] gethostid
     0.01%  InputThread      libinput.so.10.13.0               [.] 0x0000000000015710
     0.01%  WebExtensions    [kernel.kallsyms]                 [k] llist_add_batch
     0.01%  swapper          [kernel.kallsyms]                 [k] can_stop_idle_tick
     0.01%  Socket Thread    libxul.so                         [.] 0x0000000002f0a5ad
     0.01%  InputThread      [i915]                            [k] pps_init_delays
     0.01%  InputThread      [kernel.kallsyms]                 [k] rseq_update_cpu_node_id
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] rb_next
     0.01%  Xorg             Xorg                              [.] 0x000000000015fff1
     0.01%  Xorg             [kernel.kallsyms]                 [k] perf_adjust_freq_unthr_context
     0.01%  Xorg             libglapi.so.0.0.0                 [.] 0x000000000000ecef
     0.01%  swapper          [kernel.kallsyms]                 [k] i2c_dw_isr
     0.01%  InputThread      [kernel.kallsyms]                 [k] account_process_tick
     0.01%  swapper          [kernel.kallsyms]                 [k] handle_irq_event
     0.01%  Indexed~ IO #58  [kernel.kallsyms]                 [k] dequeue_entity
     0.01%  InputThread      [kernel.kallsyms]                 [k] put_prev_entity
     0.01%  irq/133-ELAN050  [hid]                             [k] 0x00000000000024ed
     0.01%  Xorg             [kernel.kallsyms]                 [k] consume_skb
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] __switch_to
     0.01%  Socket Thread    [kernel.kallsyms]                 [k] do_sys_poll
     0.01%  irq/133-ELAN050  [hid]                             [k] 0x000000000000ea00
     0.01%  Timer            [kernel.kallsyms]                 [k] entry_SYSCALL_64_after_hwframe
     0.01%  Xorg             libc.so.6                         [.] __gconv_open
     0.01%  kworker/u32:4-e  [kernel.kallsyms]                 [k] rm_hole
     0.01%  Xorg             [kernel.kallsyms]                 [k] call_function_single_prep_ipi
     0.01%  Socket Thread    libxul.so                         [.] 0x00000000040eb3ad
     0.01%  gnome-shell      libxcb.so.1.1.0                   [.] 0x000000000000ccb8
     0.01%  irq/133-ELAN050  [kernel.kallsyms]                 [k] __irq_exit_rcu
     0.01%  Xorg             libc.so.6                         [.] 0x000000000018adc3
     0.01%  Xorg             libglamoregl.so                   [.] 0x000000000000a65d
     0.01%  Xorg             nvidia_drv.so                     [.] 0x00000000004d69d9
     0.01%  Xorg             [kernel.kallsyms]                 [k] __switch_to_asm
     0.01%  Isolated Web Co  libxul.so                         [.] 0x000000000418af30
     0.01%  Xorg             Xorg                              [.] 0x000000000005d2d0
     0.01%  WebExtensions    libxul.so                         [.] 0x0000000002aac428
     0.01%  firefox          libxul.so                         [.] 0x0000000002e733ce
     0.01%  Xorg             iris_dri.so                       [.] 0x00000000003eab07
     0.01%  Xorg             Xorg                              [.] 0x00000000000fa9aa
